ā 吖呵啊腌錒锕阿
yù 与俞俼僪儥叞吁吾喅喩喻域堉奥奧妪媀嫗寓尉峪嶎庽彧御忬悆惐愈慾戫捥昱栯棛棜棫櫲欎欝欥欲毓浴淢淯滪潏澚澦灪灹焴煜熨燏燠爩狱獄玉琙琟痏瘉癒矞砡硢硲礇礖礜禦禺秗稢稶篽籞籲粖粥緎罭翑聿肀育芋芌茟菀蒮蓣蓹蔚蕷薁藇蘌蜟蜮袬裕誉語諭譽语谕谷豫軉輍逳遇遹郁醧鈺銉鋊錥鐭钰閾阈隩雤雨霱預预飫饇饫馭驈驭鬰鬱鬻魊鱊鳿鴥鴧鴪鵒鷸鸒鹆鹬龥𣋉𫛣
yuān 㠾㾓冤剈囦夗嬽宛寃弲悁惌棩涴淵渁渆渊渕灁眢箢肙葾蒬蜎蜵裷鋺駌鳶鴛鵷鸢鸳鹓鼘鼝
yuán 傆元円原厡厵员員喛园圆圎園圓圜垣塬妧媛媴嫄援杬楥榞榬橼櫞沅湲源溒爰猨猿笎緣縁缘羱芫茒蒝薗蚖蝝蝯螈袁褤謜贠轅辕邍邧酛鈨鎱騵魭鶢鶰黿鼋𫘪
yuǎn 䛄盶薳远逺遠鋺
yuàn 傆噮垸夗妴媛怨愿掾瑗禐苑衏裫褑远院願
yuē 啘彟扚曰曱矱箹約约
yuě 哕噦
yuè 䈅䶳乐兊兌兑刖哾妜嬳岄岳嶽恱悅悦戉抈捳擽月枂栎楽樂樾櫟泧瀹爚玥矆礿禴篗籆籥籰粤粵臒蘥蚎蚏說説说越趯跀跃躍軏鈅鉞鑰钥钺閱閲阅髺鸑鸙黦龠𡛟𫐄𬸚
yūn 奫晕暈氲氳涒煴煾熅緼縕缊蒀蒕蝹贇赟馧𫖳
yún 㛣云伝勻匀员員囩妘愪抣昀橒沄涢溳澐熉畇眃秐筠筼篔紜縜纭耘耺芸蒷蕓郧鄖鋆雲
yǔn 允喗夽抎殒殞熅狁玧磒荺賱鈗阭陨隕霣馻齫齳
yùn 傊员員孕恽惲愠慍晕暈枟榅煇煴熨緷緼縕缊腪蕴薀藴蘊褞貟贠运運郓鄆酝醖醞鞰韗韞韫韵韻餫
zā 匝咂噈帀扎拶桚沞紥紮臜臢迊鉔魳
zá 偺咱囃囋囐杂沯砸襍雑雜雥韴
zǎ 偺咋咱
zāi 哉栽渽溨災灾烖甾畠睵菑賳
zǎi 仔宰崽载
zài 傤儎再在扗抂洅縡載载酨
zān 䐶兂撍橵篸簪簮糌鐕鐟鵤𥮾
zán 偺咱喒
zǎn 㤰儧儹噆寁拶揝撍攅攒攢昝桚趱趲
zàn 㔆㨻囋堑攢暂暫濽灒瓉瓒瓚禶穳襸讃讚賛贊赞蹔鄼酂酇錾鏨鏩饡𪷽𫏐
zan 咱
zāng 䍧匨牂羘脏臧賍賘贓贜赃髒
zǎng 駔驵
zàng 塟奘弉脏臓臟葬蔵藏銺
zāo 㯥傮糟蹧遭醩
záo 凿鑿
zǎo 䲃早枣栆棗澡璅璪繰薻藻蚤
zào 唕唣喿噪慥梍灶煰燥皁皂竃竈簉艁譟趮躁造𥖨𪣝
zé 䇥䶡䶦则則咋啧嘖嫧帻幘択择擇樍歵沢泎泽溭滜澤灂皟睪瞔矠礋笮箦簀耫舴蔶蠌襗諎謮責賾责赜迮飵鲗鸅齚齰𫜬
zè 仄侧側崱庂捑昃昗汄稄
zéi 戝蠈賊贼鰂鱡鲗
zēn 撍
zěn 怎
zèn 䫈譖谮
zēng 䎖増增憎曽曾橧璔矰磳竲縡繒缯罾譄鄫鱛
zèng 䎖囎熷甑綜繒综缯贈赠鋥锃
zhā 㪥䶥偧劄吒咋哳喳奓扎抯挓揸摣柤查査楂樝渣潳皶皻紥紮觰譇飵齄齇
zhá 剳劄喋扎札炸煠牐甴箚耫蚻譗軋轧鍘铡閘闸
zhǎ 厏拃眨砟苲諎鮓鮺鲊鲝
zhà 䃎䄍䋏䖳乍吒咤喥奓宱怍搾柞栅榨溠灹炸痄蚱蜡詐诈醡霅鮓鲊
zha 馇
zhāi 亝侧側哜嚌夈捚摘擿斋斎榸粂齊齋齐
zhái 㡯厇宅择擇檡翟
zhǎi 䍉厏抧窄鉙
zhài 㩟债債寨瘵砦祭豸責责
zhān 占噡岾嶦怗惉旃旜枬栴毡氈氊沾瞻粘薝蛅覱詀詹譫谵趈邅閚霑飦饘驙魙鱣鳣鳽鸇鹯𫗴
zhán 讝
zhǎn 㠭嫸展崭嶃嶄搌斩斬榐橏琖皽盏盞輾辗醆颭飐黵𥇢𬍙
zhàn 㠭佔偡僝占嵁嶘战戦戰栈桟棧欃湛碊站綻绽菚蘸虥虦覱譧轏颤驏𫄠
zhāng 傽嫜张弡張彰慞暲樟漳獐璋章粻蔁蟑遧鄣鏱餦騿鱆麞
zhǎng 仉仧兏幥掌涨漲礃長长鞝
zhàng 丈仗墇嶂帐帳幛扙杖涨涱漲痮瘬瘴瞕粀胀脹賬账障
zhāo 佋啁嘲妱巶招昭朝炤皽着釗釽鉊鍣钊駋鳭鼂𬬿
zháo 着
zhǎo 㐍找沼爪爫瑵菬
zhào 㑿㷖兆召啅垗旐曌枛棹櫂濯炤照燳狣瞾笊箌罀罩羄肁肇肈詔诏赵趙鮡𬶐
zhē 㸙嗻嫬折蜇螫遮
zhé 䇽䝕乇厇哲啠喆嚞埑悊慹扸折搩摺晢晣杔棏歽矺砓磔籷粍聑虴蛰蜇蟄袩詟謫謺讁讋谪輒輙轍辄辙適銸馲鮿
zhě 乽啫者褶襵赭踷鍺锗
zhè 䗪嗻柘樜浙淛蔗蟅这這鷓鹧
zhe 嗻着
zhèi 这
zhēn 侦侲偵嫃寊帧帪幀揕搸斟枮桢椹楨榛槙樼殝浈湞溱潧澵獉珍珎瑧甄眞真砧碪祯禎禛箴籈胗臻葴蒖蓁薽貞贞轃遉酙針鉁錱鍼针鱵𮬤
zhěn 䪾姫嫃屒弫抮昣枕槙畛疹眕稹竧紾縝縥缜聄萙袗裖覙診诊軫轸辴駗鬒黰𬘝
zhèn 侲圳塦填挋振揕朕栚桭榐烪瑱甽眹紖絼纼誫賑赈鋴鎭鎮镇阵陣震鴆鸩
zhēng 丁争佂凧埥埩姃媜峥崝崢征徰徴徵怔挣掙揁正炡烝爭狰猙症癥眐睁睜筝箏篜糽綪聇脀蒸踭鉦錚鏳钲铮鬇鲭
zhěng 愸抍拯掟撜整晸氶糽
zhèng 䦛䦶塣幁徎怔憕挣掙政正氶症証諍證证诤郑鄭钲铮靕鴊
zhī 㩼䞠䟡之倁卮只吱呮巵憄搘支枝栀栺梔椥榰氏汁汥泜疷知祗祬禔秓稙綕織织肢胑胝脂臸芝菭蘵蜘衼隻馶鳷鴲鼅𦭜
zhí 㥁侄値值埴執妷姪嬂慹戠执拓摕摭植樴殖淔漐潪犆瓡直禃秇絷縶聀职職膱臷蟙跖踯蹠蹢躑軄郦釞馽𡌴
zhǐ 凪劧只咫址坁坧墌夂帋徴徵恉扺抧指旨杫枳槯止汦沚洔淽疻砋祇祉禔秖筫紙絺纸芷茋藢蚔衹襧訨趾軹轵酯阯黹
zhì 㨖乿俧偫傂儨制剬劕厔坁垁墆娡寘峙崻帙帜幟庢庤廌彘徏徝志忮憄懥懫扻挃挚捗掷搱摨摯擲擳擿斦旘晊智杝柣栉桎梽楖櫍櫛歭治洷滍滞滯潌潪瀄炙熫狾猘璏瓆畤疐痔痣瘈眰知礩祑秩秲秷稚稺穉窒筫紩緻織织置翐聜膣至致芖蛭螲袟袠製覟觗觯觶誌識识豑豒豸貭質贄质贽跱踬躓輊轾迣郅銍銴鋕鑕铚锧陟隲雉駤騭騺驇骘鯯鴙鶨鷙鸷𬃊𮉢
zhōng 㹣中伀刣夂妐幒彸忠忪斔柊汷泈炂盅籦終终舯蔠蚣蜙螤螽衳衷蹱鈡銿鍾鐘钟锺鴤鼨
zhǒng 冢喠塚尰徸歱煄瘇种種穜肿腫踵
zhòng 中仲众偅堹妕媑狆眾祌种種穜筗緟茽蚛衆衶諥重
zhōu 㗙㨄侜周啁喌嚋婤州徟掫洲淍炿烐珘盩矪粥翢舟謅譸诌诪调賙赒輈輖辀週郮銂霌駲騆鵃鸼
zhóu 妯碡軸轴
zhǒu 帚晭疛睭箒肘胕菷鯞
zhòu 㑇㑳㤘㥁㥮伷僽冑呪咒咮噣宙昼晝椆甃皱皺籀籒籕粙紂縐繇纣绉胄荮葤薵詋軸轴酎駎驟骤
zhū 㑳㭬侏朱株槠橥櫧櫫洙潴瀦猪珠硃秼絑茱蕏藸蛛蝫蠩袾誅諸诛诸豬跦邾銖铢駯鮢鯺鴸鼄
zhú 㔉劚孎敱敳斀斸曯朮术欘灟炢烛燭爥瘃磩窋竹竺笁笜筑築篴舳茿蓫蠋蠾躅逐逫钃鱁
zhǔ 丶主劯嘱囑宔属屬帾拄渚濐煑煮燝瞩矚砫罜褚詝陼鸀麈𫍾𬣞
zhù 㤖乼伫佇住助嗻坾墸壴尌嵀拀杼柱柷樦櫡殶注澍炷疰眝砫祝祩竚筑筯箸築篫簗紵紸纻羜翥芧苎苧莇著蛀註貯贮跓軴迬鉒鋳鑄铸飳馵駐驻麆
zhuā 抓挝撾檛簻膼髽𭪆
zhuǎ 爪爫
zhuāi 拽
zhuǎi 跩转
zhuài 拽睉
zhuān 䏝专剸叀塼嫥専專恮漙瑼甎砖磗磚篿耑膞蟤諯鄟顓颛鱄
zhuǎn 䏝孨竱膞転轉转
zhuàn 传傳僎僝啭囀堟撰沌灷瑑篆篹簨籑縳腞蒃襈譔賺贃赚転转饌馔
zhuāng 妆妝娤庄庒桩梉樁湷粧糚荘莊装裝
zhuǎng 奘
zhuàng 僮壮壯壵幢戅戆戇撞焋状狀贛
zhuī 揣椎追錐锥隹騅骓鵻
zhuǐ 沝
zhuì 坠墜奞娷惴甀畷硾礈笍綴縋缀缒腏膇諈贅赘醊錣鑆隊𮣵
zhūn 啍宒屯忳淳窀肫衠諄谆迍
zhǔn 准凖埻準稕綧𬘯
zhùn 旽稕綧訰𬘯
zhuō 䓬䦃䪼倬拙捉桌梲棁棳棹槕涿淖炪焯穛穱窧鐯
zhuó 㲋䓬丵剢劅卓叕啄啅噣圴墌妰娺彴捔撯擆擢斀斫斮斱斲斵晫椓櫡汋浊浞濁濯灂灼烵燋犳琢琸着硺禚窡篧籗籱繳缴罬聉茁著蓔藋蠗蠿諁諑謶诼趠酌鋜鐲镯鵫鷟
zī 仔兹吱呲咨嗞姕姿孖孜孳孶崰嵫栥椔淄湽滋澬玆璾甾畠禌秶稵粢紎緇緕纃缁茊茲菑葘薋觜訾諮谘貲資赀资赼趑趦輜輺辎鄑鈭錙鍿鎡锱镃頾頿髭鯔鰦鲻鶅鼒齍齐齜龇
zí 蓻
zǐ 仔吇呰啙姉姊子杍梓榟橴沝滓矷秄秭笫籽紫耔胏芓茈虸訾訿釨
zì 倳剚字恣洓渍漬牸眥眦秄胔胾自芓茡荢菑
zi 嗭
zōng 㙡倧堫宗嵏嵕惾朡枞棕椶樅潈熧猣磫稯綜緃緵繌综翪腙葼蝬豵踨踪蹤鍐鑁騌騣骔鬃鬉鬷鯮鯼𮪣
zǒng 倊偬傯嵸总惣捴揌揔搃摠潀焧熜燪稯総緫縂縱總纵蓗
zòng 䝋䡮從昮潨猔疭瘲碂粽糉糭綜緵縦縱繌纵
zōu 掫棷棸箃緅菆諏诹邹郰鄒鄹陬騶驺鯫鲰黀齱齺𮉪
zǒu 搊走赱鯐
zòu 奏媰揍楱
zū 怚柤租菹葅蒩
zú 㲋倅卆卒哫崒崪族椊稡箤足踤鎐鏃镞
zǔ 俎唨柤爼珇祖組组詛诅鎺阻靻
zuān 劗攢躜躦鉆鑚鑽钻𥲻
zuǎn 籑籫繤纂纉纘缵
zuàn 揝攥篹賺赚鑽钻
zuī 厜嗺朘樶纗脧蟕
zuǐ 咀嘴噿嶊濢璻觜
zuì 㝡冣嶵晬最栬槜檇檌欈睟祽稡絊罪蕞辠酔酻醉鋷錊
zūn 墫尊嶟樽繜罇遵鐏鱒鳟鶎鷷𨱔
zǔn 僔噂撙繜譐
zùn 拵捘栫瀳袸銌
zuō 作嘬穝
zuó 䇥䋏捽昨柮琢秨稓笮筰苲莋鈼
zuǒ 佐左撮繓
zuò 㤰作侳做唑坐岝岞座怍柞祚糳胙葃葄蓙袏諎酢阼飵
zuo 咗
ń 唔嗯
ńg 唔嗯
ň 嗯
ňg 嗯
ǹ 嗯
ǹg 嗯
ḿ 呒呣嘸
